time,play,quarter,home_team,away_team,name,assister,stage,game_num,win_difference,games_played,win_percentage,home_score,away_score,score_difference
5:48,blocks T.J. McConnell 's 3-foot two point shot,3rd,PACERS,CELTICS,Derrick White,None,SF,G4,17,82,78.05,71,71,0
5:46,defensive rebound,3rd,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,71,71,0
5:44,out of bounds lost ball turnover,3rd,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,71,71,0
5:30,shooting foul,3rd,PACERS,CELTICS,Derrick White,None,SF,G4,17,82,78.05,71,71,0
5:30,makes free throw 1 of 2,3rd,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,72,71,1
5:30,makes free throw 2 of 2,3rd,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,73,71,2
5:10,misses 28-foot step back jumpshot,3rd,PACERS,CELTICS,Derrick White,None,SF,G4,17,82,78.05,73,71,2
5:06,offensive rebound,3rd,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,73,71,2
5:05,offensive foul,3rd,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,73,71,2
5:05,turnover,3rd,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,73,71,2
4:54,misses 15-foot pullup jump shot,3rd,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,73,71,2
4:50,defensive rebound,3rd,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,73,71,2
4:37,bad pass,3rd,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,73,71,2
4:35,lost ball turnover,3rd,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,73,71,2
4:31,misses 23-foot three point pullup jump shot,3rd,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,73,71,2
4:27,defensive rebound,3rd,PACERS,CELTICS,Doug McDermott,None,SF,G4,17,82,57.32,73,71,2
4:27,personal foul,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,73,71,2
4:22,makes 26-foot three pointer,3rd,PACERS,CELTICS,Obi Toppin,T.J. McConnell,SF,G4,17,82,57.32,76,71,5
4:07,personal foul,3rd,PACERS,CELTICS,Isaiah Jackson,None,SF,G4,17,82,57.32,76,71,5
3:58,misses 26-foot three point jumper,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,71,5
3:56,loose ball foul,3rd,PACERS,CELTICS,Isaiah Jackson,None,SF,G4,17,82,57.32,76,71,5
3:48,misses 26-foot step back jumpshot,3rd,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,76,71,5
3:46,defensive rebound,3rd,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,76,71,5
3:39,misses 26-foot three point jumper,3rd,PACERS,CELTICS,Myles Turner,None,SF,G4,17,82,57.32,76,71,5
3:36,defensive rebound,3rd,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,76,71,5
3:33,shooting foul,3rd,PACERS,CELTICS,Myles Turner,None,SF,G4,17,82,57.32,76,71,5
3:33,makes free throw 1 of 2,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,72,4
3:33,makes free throw 2 of 2,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,73,3
3:16,misses 26-foot three point jumper,3rd,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,76,73,3
3:13,defensive rebound,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,73,3
3:11,makes two point shot,3rd,PACERS,CELTICS,Jrue Holiday,Sam Hauser,SF,G4,17,82,78.05,76,75,1
2:53,misses 23-foot three point jumper,3rd,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,76,75,1
2:49,defensive rebound,3rd,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,76,75,1
2:40,bad pass,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,75,1
2:32,blocks T.J. McConnell 's 6-foot driving floating jump shot,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,75,1
2:29,defensive rebound,3rd,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,76,75,1
2:25,misses 25-foot three point shot,3rd,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,76,75,1
2:22,defensive rebound,3rd,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,76,75,1
2:10,blocks Pascal Siakam 's 5-foot layup,3rd,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,76,75,1
2:08,offensive rebound,3rd,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,76,75,1
2:03,kicked ball violation,3rd,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,76,75,1
1:56,makes driving dunk,3rd,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,78,75,3
1:26,misses 27-foot three point jumper,3rd,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,78,75,3
1:23,defensive rebound,3rd,PACERS,CELTICS,Ben Sheppard,None,SF,G4,17,82,57.32,78,75,3
1:15,makes 1-foot dunk,3rd,PACERS,CELTICS,Pascal Siakam,T.J. McConnell,SF,G4,17,82,57.32,80,75,5
50.1,makes driving layup,3rd,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,80,77,3
41.2,makes 2-foot two point shot,3rd,PACERS,CELTICS,Obi Toppin,Andrew Nembhard,SF,G4,17,82,57.32,82,77,5
41.2,defensive goaltending violation,3rd,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,82,77,5
34.1,makes 28-foot three pointer,3rd,PACERS,CELTICS,Jaylen Brown,Jayson Tatum,SF,G4,17,82,78.05,82,80,2
27.1,shooting foul,3rd,PACERS,CELTICS,Payton Pritchard,None,SF,G4,17,82,78.05,82,80,2
27.1,misses free throw 1 of 2,3rd,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,82,80,2
27.1,makes free throw 2 of 2,3rd,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,83,80,3
6.1,misses 26-foot step back jumpshot,3rd,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,83,80,3
2.1,defensive rebound,3rd,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,83,80,3
11:35,turnover,4th,PACERS,CELTICS,shot clock,None,SF,G4,17,82,,83,80,3
11:19,makes 16-foot pullup jump shot,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,85,80,5
11:01,makes 3-foot dunk,4th,PACERS,CELTICS,Jayson Tatum,Derrick White,SF,G4,17,82,78.05,85,82,3
10:38,makes layup,4th,PACERS,CELTICS,T.J. McConnell,Pascal Siakam,SF,G4,17,82,57.32,87,82,5
10:25,misses 25-foot three point jumper,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,87,82,5
10:22,defensive rebound,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,87,82,5
10:15,makes 10-foot two point shot,4th,PACERS,CELTICS,T.J. McConnell,Andrew Nembhard,SF,G4,17,82,57.32,89,82,7
10:07,misses 26-foot three point jumper,4th,PACERS,CELTICS,Sam Hauser,None,SF,G4,17,82,78.05,89,82,7
10:00,offensive rebound,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,89,82,7
9:54,makes 26-foot step back jumpshot,4th,PACERS,CELTICS,Jaylen Brown,Jayson Tatum,SF,G4,17,82,78.05,89,85,4
9:37,personal foul,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,89,85,4
9:30,misses 6-foot two point shot,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,89,85,4
9:28,offensive rebound,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,89,85,4
9:28,makes two point shot,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,91,85,6
9:20,personal foul,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,91,85,6
9:05,misses 28-foot three point pullup jump shot,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,91,85,6
9:01,defensive rebound,4th,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,91,85,6
8:57,makes two point shot,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,93,85,8
8:57,shooting foul,4th,PACERS,CELTICS,Derrick White,None,SF,G4,17,82,78.05,93,85,8
8:57,makes free throw 1 of 1,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,94,85,9
8:46,misses 25-foot three point jumper,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,94,85,9
8:42,defensive rebound,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,94,85,9
8:35,misses two point shot,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,94,85,9
8:35,defensive rebound,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,94,85,9
8:28,makes 23-foot three point jumper,4th,PACERS,CELTICS,Jaylen Brown,Al Horford,SF,G4,17,82,78.05,94,88,6
8:04,misses 27-foot three point jumper,4th,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,94,88,6
7:58,defensive rebound,4th,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,94,88,6
7:47,misses 23-foot step back jumpshot,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,94,88,6
7:44,offensive rebound,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,94,88,6
7:34,misses 7-foot two point shot,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,94,88,6
7:32,defensive rebound,4th,PACERS,CELTICS,Myles Turner,None,SF,G4,17,82,57.32,94,88,6
7:25,misses 26-foot three point shot,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,94,88,6
7:23,loose ball foul,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,94,88,6
7:13,misses 7-foot two point shot,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,94,88,6
7:10,defensive rebound,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,94,88,6
6:53,makes layup,4th,PACERS,CELTICS,Jrue Holiday,Jayson Tatum,SF,G4,17,82,78.05,94,90,4
6:33,makes 4-foot driving floating jump shot,4th,PACERS,CELTICS,Aaron Nesmith,Obi Toppin,SF,G4,17,82,57.32,96,90,6
6:11,misses 12-foot jumper,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,96,90,6
6:07,defensive rebound,4th,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,96,90,6
5:56,makes 9-foot step back jumpshot,4th,PACERS,CELTICS,Aaron Nesmith,Andrew Nembhard,SF,G4,17,82,57.32,98,90,8
5:36,shooting foul,4th,PACERS,CELTICS,Myles Turner,None,SF,G4,17,82,57.32,98,90,8
5:36,makes free throw 1 of 2,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,98,91,7
5:36,makes free throw 2 of 2,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,98,92,6
5:16,misses 16-foot jumper,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,98,92,6
5:11,defensive rebound,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,98,92,6
4:54,makes 27-foot step back jumpshot,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,98,95,3
4:43,bad pass,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,98,95,3
4:30,offensive foul,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,98,95,3
4:30,turnover,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,98,95,3
4:14,makes 9-foot step back jumpshot,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,100,95,5
3:54,makes driving layup,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,100,97,3
3:54,shooting foul,4th,PACERS,CELTICS,Obi Toppin,None,SF,G4,17,82,57.32,100,97,3
3:54,makes free throw 1 of 1,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,100,98,2
3:33,makes 3-foot two point shot,4th,PACERS,CELTICS,Pascal Siakam,Obi Toppin,SF,G4,17,82,57.32,102,98,4
3:10,makes 2-foot driving dunk,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,100,2
3:05,misses 27-foot three point jumper,4th,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,102,100,2
3:01,defensive rebound,4th,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,102,100,2
2:40,makes 8-foot driving floating jump shot,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,102,102,0
2:19,misses 17-foot jumper,4th,PACERS,CELTICS,T.J. McConnell,None,SF,G4,17,82,57.32,102,102,0
2:17,defensive rebound,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,102,0
2:16,bad pass,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,102,0
2:10,lost ball turnover,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,102,102,0
1:53,misses 27-foot three point jumper,4th,PACERS,CELTICS,Derrick White,None,SF,G4,17,82,78.05,102,102,0
1:50,offensive rebound,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,102,0
1:39,misses 27-foot step back jumpshot,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,102,0
1:35,defensive rebound,4th,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,102,102,0
1:29,lost ball turnover,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,102,102,0
1:14,misses two point shot,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,102,102,0
1:12,defensive rebound,4th,PACERS,CELTICS,Pascal Siakam,None,SF,G4,17,82,57.32,102,102,0
1:05,blocks Andrew Nembhard 's 3-foot two point shot,4th,PACERS,CELTICS,Jaylen Brown,None,SF,G4,17,82,78.05,102,102,0
1:03,defensive rebound,4th,PACERS,CELTICS,Al Horford,None,SF,G4,17,82,78.05,102,102,0
45.0,makes 23-foot three point jumper,4th,PACERS,CELTICS,Derrick White,Jaylen Brown,SF,G4,17,82,78.05,102,105,3
33.1,misses 26-foot step back jumpshot,4th,PACERS,CELTICS,Andrew Nembhard,None,SF,G4,17,82,57.32,102,105,3
30.1,defensive rebound,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,105,3
29.0,personal foul,4th,PACERS,CELTICS,Aaron Nesmith,None,SF,G4,17,82,57.32,102,105,3
8.1,misses 28-foot step back jumpshot,4th,PACERS,CELTICS,Jayson Tatum,None,SF,G4,17,82,78.05,102,105,3
4.1,offensive rebound,4th,PACERS,CELTICS,Jrue Holiday,None,SF,G4,17,82,78.05,102,105,3
11:41,makes 8-foot running jumper,1st,CAVALIERS,MAGIC,Delonte West,LeBron James,SF,G5,7,82,80.49,2,0,2
11:18,makes 25-foot three point jumper,1st,CAVALIERS,MAGIC,Rafer Alston,Hedo Turkoglu,SF,G5,7,82,71.95,2,3,1
11:02,makes layup,1st,CAVALIERS,MAGIC,Anderson Varejao,Delonte West,SF,G5,7,82,80.49,4,3,1
10:52,misses 4-foot running jumper,1st,CAVALIERS,MAGIC,Rafer Alston,None,SF,G5,7,82,71.95,4,3,1
10:52,rebound,1st,CAVALIERS,MAGIC,Orlando defensive,None,SF,G5,7,82,,4,3,1
10:41,makes two point shot,1st,CAVALIERS,MAGIC,Mo Williams,Anderson Varejao,SF,G5,7,82,80.49,6,3,3
10:18,misses 25-foot three point jumper,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,6,3,3
10:18,defensive rebound,1st,CAVALIERS,MAGIC,Zydrunas Ilgauskas,None,SF,G5,7,82,80.49,6,3,3
10:11,makes 26-foot three point jumper,1st,CAVALIERS,MAGIC,Mo Williams,LeBron James,SF,G5,7,82,80.49,9,3,6
10:00,misses 20-foot jumper,1st,CAVALIERS,MAGIC,Rafer Alston,None,SF,G5,7,82,71.95,9,3,6
10:00,defensive rebound,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,9,3,6
9:52,bad pass,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,9,3,6
9:45,misses 17-foot jumper,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,9,3,6
9:44,offensive rebound,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,9,3,6
9:44,makes two point shot,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,9,5,4
9:44,shooting foul,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,9,5,4
9:44,makes free throw 1 of 1,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,9,6,3
9:30,personal foul,1st,CAVALIERS,MAGIC,Courtney Lee,None,SF,G5,7,82,71.95,9,6,3
9:22,makes 25-foot three point jumper,1st,CAVALIERS,MAGIC,Mo Williams,Delonte West,SF,G5,7,82,80.49,12,6,6
9:07,blocks Dwight Howard's layup,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,12,6,6
9:06,defensive rebound,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,15,6,9
9:02,misses layup,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,12,6,6
9:00,offensive rebound,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,14,6,8
9:00,makes two point shot,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,14,6,8
9:00,shooting foul,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,14,6,8
9:00,makes free throw 1 of 1,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,15,6,9
8:48,traveling,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,15,6,9
8:32,bad pass,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,15,6,9
8:26,blocks Hedo Turkoglu's layup,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,15,6,9
8:26,rebound,1st,CAVALIERS,MAGIC,Orlando offensive,None,SF,G5,7,82,,15,6,9
8:15,makes 22-foot jumper,1st,CAVALIERS,MAGIC,Hedo Turkoglu,Courtney Lee,SF,G5,7,82,71.95,15,8,7
8:06,makes layup,1st,CAVALIERS,MAGIC,Zydrunas Ilgauskas,LeBron James,SF,G5,7,82,80.49,17,8,9
8:06,illegal defense,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,17,8,9
7:50,misses 23-foot three point jumper,1st,CAVALIERS,MAGIC,Rafer Alston,None,SF,G5,7,82,71.95,17,8,9
7:50,defensive rebound,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,17,8,9
7:39,makes 21-foot jumper,1st,CAVALIERS,MAGIC,Zydrunas Ilgauskas,Delonte West,SF,G5,7,82,80.49,19,8,11
7:39,inbound,1st,CAVALIERS,MAGIC,Hedo Turkoglu,None,SF,G5,7,82,71.95,19,8,11
7:22,makes 26-foot three point jumper,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,22,8,14
7:03,shooting foul,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,22,8,14
7:03,misses free throw 1 of 2,1st,CAVALIERS,MAGIC,Hedo Turkoglu,None,SF,G5,7,82,71.95,22,8,14
7:03,rebound,1st,CAVALIERS,MAGIC,Orlando offensive,None,SF,G5,7,82,,22,8,14
7:03,misses free throw 2 of 2,1st,CAVALIERS,MAGIC,Hedo Turkoglu,None,SF,G5,7,82,71.95,22,8,14
7:01,defensive rebound,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,22,8,14
6:58,shooting foul,1st,CAVALIERS,MAGIC,Hedo Turkoglu,None,SF,G5,7,82,71.95,22,8,14
6:58,makes free throw 1 of 2,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,23,8,15
6:58,makes free throw 2 of 2,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,24,8,16
6:43,misses two point shot,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,24,8,16
6:41,defensive rebound,1st,CAVALIERS,MAGIC,Zydrunas Ilgauskas,None,SF,G5,7,82,80.49,24,8,16
6:20,makes 22-foot jumper,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,26,8,18
6:01,shooting foul,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,26,8,18
6:01,misses free throw 1 of 2,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,26,8,18
6:01,rebound,1st,CAVALIERS,MAGIC,Orlando offensive,None,SF,G5,7,82,,26,8,18
6:01,misses free throw 2 of 2,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,26,8,18
5:58,defensive rebound,1st,CAVALIERS,MAGIC,Zydrunas Ilgauskas,None,SF,G5,7,82,80.49,26,8,18
5:35,misses 20-foot jumper,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,26,8,18
5:35,defensive rebound,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,26,8,18
5:18,makes 15-foot two point shot,1st,CAVALIERS,MAGIC,Rashard Lewis,Hedo Turkoglu,SF,G5,7,82,71.95,26,10,16
5:07,misses 14-foot jumper,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,26,10,16
5:05,defensive rebound,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,26,10,16
4:46,3 second,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,26,10,16
4:37,makes 17-foot jumper,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,28,10,18
4:16,misses 25-foot three point jumper,1st,CAVALIERS,MAGIC,Rafer Alston,None,SF,G5,7,82,71.95,28,10,18
4:15,defensive rebound,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,28,10,18
3:56,misses 24-foot three point jumper,1st,CAVALIERS,MAGIC,Mo Williams,None,SF,G5,7,82,80.49,28,10,18
3:55,offensive rebound,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,28,10,18
3:40,makes 20-foot jumper,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,30,10,20
3:29,personal foul,1st,CAVALIERS,MAGIC,Anderson Varejao,None,SF,G5,7,82,80.49,30,10,20
3:16,misses 12-foot jumper,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,30,10,20
3:15,defensive rebound,1st,CAVALIERS,MAGIC,Ben Wallace,None,SF,G5,7,82,80.49,30,10,20
3:12,personal foul,1st,CAVALIERS,MAGIC,Mickael Pietrus,None,SF,G5,7,82,71.95,30,10,20
3:01,makes 18-foot jumper,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,32,10,22
2:47,misses 24-foot three point jumper,1st,CAVALIERS,MAGIC,Mickael Pietrus,None,SF,G5,7,82,71.95,32,10,22
2:47,defensive rebound,1st,CAVALIERS,MAGIC,Ben Wallace,None,SF,G5,7,82,80.49,32,10,22
2:28,traveling,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,32,10,22
2:19,personal foul,1st,CAVALIERS,MAGIC,Daniel Gibson,None,SF,G5,7,82,80.49,32,10,22
2:19,makes free throw 1 of 2,1st,CAVALIERS,MAGIC,Anthony Johnson,None,SF,G5,7,82,71.95,32,11,21
2:19,makes free throw 2 of 2,1st,CAVALIERS,MAGIC,Anthony Johnson,None,SF,G5,7,82,71.95,32,12,20
1:57,makes 22-foot jumper,1st,CAVALIERS,MAGIC,Wally Szczerbiak,Daniel Gibson,SF,G5,7,82,80.49,34,12,22
1:47,personal foul,1st,CAVALIERS,MAGIC,Daniel Gibson,None,SF,G5,7,82,80.49,34,12,22
1:47,makes free throw 1 of 2,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,34,13,21
1:47,misses free throw 2 of 2,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,34,13,21
1:45,defensive rebound,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,34,13,21
1:30,misses two point shot,1st,CAVALIERS,MAGIC,Ben Wallace,None,SF,G5,7,82,80.49,34,13,21
1:25,defensive rebound,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,34,13,21
1:07,makes 24-foot three point jumper,1st,CAVALIERS,MAGIC,Mickael Pietrus,Dwight Howard,SF,G5,7,82,71.95,34,16,18
58.3,personal foul,1st,CAVALIERS,MAGIC,Mickael Pietrus,None,SF,G5,7,82,71.95,34,16,18
58.3,misses free throw 1 of 2,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,34,16,18
58.3,rebound,1st,CAVALIERS,MAGIC,Cleveland offensive,None,SF,G5,7,82,,34,16,18
58.3,makes free throw 2 of 2,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,35,16,19
39.8,misses 10-foot two point shot,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,35,16,19
37.7,defensive rebound,1st,CAVALIERS,MAGIC,Delonte West,None,SF,G5,7,82,80.49,35,16,19
29.9,blocks Ben Wallace's dunk,1st,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,35,16,19
26.4,defensive rebound,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,35,16,19
22.4,makes driving layup,1st,CAVALIERS,MAGIC,Anthony Johnson,None,SF,G5,7,82,71.95,35,18,17
0.9,misses 24-foot jumper,1st,CAVALIERS,MAGIC,LeBron James,None,SF,G5,7,82,80.49,35,18,17
0.0,defensive rebound,1st,CAVALIERS,MAGIC,Rashard Lewis,None,SF,G5,7,82,71.95,35,18,17
11:37,misses two point shot,2nd,CAVALIERS,MAGIC,Anthony Johnson,None,SF,G5,7,82,71.95,35,18,17
11:37,rebound,2nd,CAVALIERS,MAGIC,Orlando defensive,None,SF,G5,7,82,,35,18,17
11:37,loose ball foul,2nd,CAVALIERS,MAGIC,Dwight Howard,None,SF,G5,7,82,71.95,35,18,17
11:37,technical foul,2nd,CAVALIERS,MAGIC,Wally Szczerbiak,None,SF,G5,7,82,80.49,35,18,17
